"data.race","data.income"
"48726","white","$25000 or more"
"48727","white","$25000 or more"
"48728","white","$25000 or more"
"48729","white","$25000 or more"
"48731","white","$25000 or more"
"48732","white","$25000 or more"
"48733","white","$25000 or more"
"48734","white","$25000 or more"
"48735","white","$20000 - 24999"
"48736","white","$25000 or more"
"48737","white","$25000 or more"
"48738","white","$25000 or more"
"48739","white","$25000 or more"
"48740","white","$25000 or more"
"48741","white","$25000 or more"
"48742","white","$25000 or more"
"48743","white","$25000 or more"
"48744","white","$25000 or more"
"48745","white","$25000 or more"
"48746","black","$25000 or more"
"48747","white","lt $1000"
"48748","white","$10000 - 14999"
"48749","white","$25000 or more"
"48750","white","$25000 or more"
"48751","white","$5000 to 5999"
"48753","white","$20000 - 24999"
"48754","white","$25000 or more"
"48755","white","$10000 - 14999"
"48756","other","$25000 or more"
"48757","white","$25000 or more"
"48758","white","$20000 - 24999"
"48759","white","$25000 or more"
"48760","white","$25000 or more"
"48761","other","$25000 or more"
"48762","white","$25000 or more"
"48763","white","$25000 or more"
"48764","other","$25000 or more"
"48765","black","$25000 or more"
"48766","white","$25000 or more"
"48767","other","$25000 or more"
"48768","white","$25000 or more"
"48769","white","$25000 or more"
"48770","white","$25000 or more"
"48772","white","$25000 or more"
"48773","white","$25000 or more"
"48774","white","$25000 or more"
"48775","white","$25000 or more"
"48776","white","$25000 or more"
"48777","white","$25000 or more"
"48778","white","$25000 or more"
"48779","white","$25000 or more"
"48780","white","$25000 or more"
"48781","white","$25000 or more"
"48782","white","$25000 or more"
"48783","white","$25000 or more"
"48784","white","$25000 or more"
"48785","white","$8000 to 9999"
"48786","white","$25000 or more"
"48787","white","$25000 or more"
"48788","white","$25000 or more"
"48789","white","$25000 or more"
"48790","white","$25000 or more"
"48792","other","$25000 or more"
"48793","white","$5000 to 5999"
"48794","white","$10000 - 14999"
"48795","black","$3000 to 3999"
"48796","white","$15000 - 19999"
"48797","white","$25000 or more"
"48798","white","$7000 to 7999"
"48799","white","$7000 to 7999"
"48800","white","$8000 to 9999"
"48801","white","$25000 or more"
"48802","white","$25000 or more"
"48804","white","$10000 - 14999"
"48806","white","$25000 or more"
"48807","white","$25000 or more"
"48808","white","$25000 or more"
"48809","white","$25000 or more"
"48810","white","$25000 or more"
"48811","white","$15000 - 19999"
"48812","white","$10000 - 14999"
"48813","white","$25000 or more"
"48814","white","$4000 to 4999"
"48816","white","$8000 to 9999"
"48817","white","$20000 - 24999"
"48818","white","$10000 - 14999"
"48819","white","$25000 or more"
"48820","white","$25000 or more"
"48821","white","$25000 or more"
"48822","white","$25000 or more"
"48823","white","$25000 or more"
"48824","white","$25000 or more"
"48825","white","$25000 or more"
"48826","white","$25000 or more"
"48827","white","$15000 - 19999"
"48828","white","$25000 or more"
"48829","white","$25000 or more"
"48830","white","$25000 or more"
"48832","white","$25000 or more"
"48833","white","$25000 or more"
"48834","white","$10000 - 14999"
"48835","white","$25000 or more"
"48836","white","$25000 or more"
"48839","white","$25000 or more"
"48840","white","$10000 - 14999"
"48841","white","$25000 or more"
"48842","white","$25000 or more"
"48843","white","$25000 or more"
"48844","white","$5000 to 5999"
"48845","white","$25000 or more"
"48846","white","$25000 or more"
"48847","white","$25000 or more"
"48849","white","$25000 or more"
"48850","white","$25000 or more"
"48851","white","$25000 or more"
"48852","black","$25000 or more"
"48853","white","$10000 - 14999"
"48854","white","$25000 or more"
"48855","white","$25000 or more"
"48856","white","$10000 - 14999"
"48858","white","$25000 or more"
"48859","white","$25000 or more"
"48860","white","$7000 to 7999"
"48861","white","$25000 or more"
"48862","white","$25000 or more"
"48863","white","$15000 - 19999"
"48864","white","$8000 to 9999"
"48865","white","$15000 - 19999"
"48866","other","$10000 - 14999"
"48867","white","$15000 - 19999"
"48868","white","$15000 - 19999"
"48869","white","$25000 or more"
"48870","white","$25000 or more"
"48871","white","$25000 or more"
"48872","white","$25000 or more"
"48873","black","$25000 or more"
"48874","white","$25000 or more"
"48876","black","$3000 to 3999"
"48877","white","$20000 - 24999"
"48878","white","$25000 or more"
"48879","black","$15000 - 19999"
"48880","black","$25000 or more"
"48881","white","$6000 to 6999"
"48882","black","$6000 to 6999"
"48883","white","$10000 - 14999"
"48884","white","$6000 to 6999"
"48885","other","$15000 - 19999"
"48886","black","$25000 or more"
"48887","black","$25000 or more"
"48888","white","$20000 - 24999"
"48890","white","$25000 or more"
"48892","black","$25000 or more"
"48893","black","$25000 or more"
"48894","black","$6000 to 6999"
"48895","white","$25000 or more"
"48896","black","$15000 - 19999"
"48897","black","$10000 - 14999"
"48898","black","$10000 - 14999"
"48900","black","$10000 - 14999"
"48901","black","$15000 - 19999"
"48902","black","$25000 or more"
"48903","black","$10000 - 14999"
"48904","black","$15000 - 19999"
"48905","other","$8000 to 9999"
"48906","black","$25000 or more"
"48907","white","$25000 or more"
"48908","white","$20000 - 24999"
"48909","white","$10000 - 14999"
"48910","white","$25000 or more"
"48911","white","$25000 or more"
"48912","white","$25000 or more"
"48913","black","$20000 - 24999"
"48914","black","$15000 - 19999"
"48915","black","$25000 or more"
"48916","black","$10000 - 14999"
"48917","white","$10000 - 14999"
"48918","white","$25000 or more"
"48919","white","$25000 or more"
"48921","white","$25000 or more"
"48922","white","$15000 - 19999"
"48923","white","$10000 - 14999"
"48924","white","$25000 or more"
"48925","white","$25000 or more"
"48926","white","$25000 or more"
"48927","white","$10000 - 14999"
"48928","white","$25000 or more"
"48929","white","$25000 or more"
"48930","white","$25000 or more"
"48931","white","$25000 or more"
"48932","white","$25000 or more"
"48934","white","$25000 or more"
"48935","white","$25000 or more"
"48936","white","$20000 - 24999"
"48937","white","$25000 or more"
"48938","white","$25000 or more"
"48939","white","$25000 or more"
"48941","white","$25000 or more"
"48942","white","$25000 or more"
"48943","white","$25000 or more"
"48944","white","$25000 or more"
"48945","white","$8000 to 9999"
"48946","white","$25000 or more"
"48947","white","$25000 or more"
"48948","white","$25000 or more"
"48949","white","$25000 or more"
"48950","white","$25000 or more"
"48951","white","$25000 or more"
"48953","white","$25000 or more"
"48954","white","$25000 or more"
"48955","white","$25000 or more"
"48956","black","$10000 - 14999"
"48957","white","$25000 or more"
"48958","white","$25000 or more"
"48959","white","$25000 or more"
"48961","white","lt $1000"
"48962","white","$25000 or more"
"48963","white","$25000 or more"
"48964","white","$25000 or more"
"48965","white","$25000 or more"
"48966","white","$25000 or more"
"48967","white","$25000 or more"
"48968","white","$10000 - 14999"
"48969","white","$25000 or more"
"48970","white","$25000 or more"
"48971","white","$25000 or more"
"48972","white","$20000 - 24999"
"48973","white","$25000 or more"
"48974","white","$10000 - 14999"
"48975","white","$25000 or more"
"48976","white","$25000 or more"
"48977","white","$25000 or more"
"48978","white","$25000 or more"
"48979","white","$25000 or more"
"48980","white","$25000 or more"
"48981","white","$25000 or more"
"48982","white","$25000 or more"
"48983","white","$25000 or more"
"48984","white","$25000 or more"
"48985","white","$10000 - 14999"
"48986","black","$25000 or more"
"48987","other","$25000 or more"
"48988","other","$25000 or more"
"48989","black","$20000 - 24999"
"48990","white","$25000 or more"
"48991","black","$25000 or more"
"48992","other","$25000 or more"
"48993","white","$25000 or more"
"48994","other","$15000 - 19999"
"48995","white","$25000 or more"
"48996","white","$25000 or more"
"48997","white","$25000 or more"
"48998","white","$25000 or more"
"48999","white","$1000 to 2999"
"49000","black","$20000 - 24999"
"49001","black","$25000 or more"
"49002","black","$25000 or more"
"49003","black","$15000 - 19999"
"49004","black","lt $1000"
"49005","black","$5000 to 5999"
"49006","black","$20000 - 24999"
"49007","black","$7000 to 7999"
"49008","black","$10000 - 14999"
"49009","black","$10000 - 14999"
"49010","black","$25000 or more"
"49011","black","$25000 or more"
"49012","black","$25000 or more"
"49013","black","$25000 or more"
"49014","white","$25000 or more"
"49015","white","$25000 or more"
"49016","black","$25000 or more"
"49017","black","$25000 or more"
"49018","white","$25000 or more"
"49020","white","$25000 or more"
"49021","white","$25000 or more"
"49023","white","$25000 or more"
"49024","black","$25000 or more"
"49025","white","$25000 or more"
"49026","black","$20000 - 24999"
"49027","white","$25000 or more"
"49028","black","$20000 - 24999"
"49029","white","$15000 - 19999"
"49031","white","$25000 or more"
"49033","white","$25000 or more"
"49034","white","$10000 - 14999"
"49037","black","$25000 or more"
"49038","white","$25000 or more"
"49039","black","$25000 or more"
"49040","black","$25000 or more"
"49041","other","$25000 or more"
"49042","white","$25000 or more"
"49043","white","$25000 or more"
"49044","white","$25000 or more"
"49045","black","$8000 to 9999"
"49046","white","$25000 or more"
"49047","white","$25000 or more"
"49049","white","$25000 or more"
"49050","white","$25000 or more"
"49051","white","$15000 - 19999"
"49052","black","$10000 - 14999"
"49053","white","$25000 or more"
"49054","white","$25000 or more"
"49055","white","$25000 or more"
"49056","white","$25000 or more"
"49057","white","$25000 or more"
"49058","white","$25000 or more"
"49059","white","$20000 - 24999"
"49060","black","$25000 or more"
"49061","black","$20000 - 24999"
"49062","white","$25000 or more"
"49063","white","$25000 or more"
"49064","white","$25000 or more"
"49066","white","$25000 or more"
"49067","other","$25000 or more"
"49068","black","$4000 to 4999"
"49071","white","$25000 or more"
"49072","white","$25000 or more"
"49073","white","$25000 or more"
"49074","white","$25000 or more"
"49075","white","$25000 or more"
"49076","white","$25000 or more"
"49077","white","$25000 or more"
"49078","white","$1000 to 2999"
"49079","white","$25000 or more"
"49080","white","$25000 or more"
"49081","black","$25000 or more"
"49082","white","$6000 to 6999"
"49083","white","$25000 or more"
"49084","white","$8000 to 9999"
"49085","other","$25000 or more"
"49086","black","$25000 or more"
"49088","black","$25000 or more"
"49089","white","$10000 - 14999"
"49090","white","$25000 or more"
"49091","black","$1000 to 2999"
"49092","white","$15000 - 19999"
"49093","black","$15000 - 19999"
"49094","black","$7000 to 7999"
"49095","black","$1000 to 2999"
"49096","black","$20000 - 24999"
"49097","black","$10000 - 14999"
"49098","black","$25000 or more"
"49099","white","$25000 or more"
"49100","white","$25000 or more"
"49101","other","$25000 or more"
"49102","white","$15000 - 19999"
"49103","white","$1000 to 2999"
"49105","white","$25000 or more"
"49106","white","$25000 or more"
"49107","white","$25000 or more"
"49108","white","$20000 - 24999"
"49109","white","$25000 or more"
"49110","white","$15000 - 19999"
"49111","white","$25000 or more"
"49112","white","$25000 or more"
"49113","white","$10000 - 14999"
"49114","white","$20000 - 24999"
"49115","white","$25000 or more"
"49116","white","$25000 or more"
"49117","black","$25000 or more"
"49118","white","$25000 or more"
"49119","black","$25000 or more"
"49120","white","$25000 or more"
"49122","white","$25000 or more"
"49123","black","$4000 to 4999"
"49124","white","$25000 or more"
"49125","black","$20000 - 24999"
"49126","white","$25000 or more"
"49127","black","$20000 - 24999"
"49128","black","lt $1000"
"49129","white","$8000 to 9999"
"49130","white","$25000 or more"
"49132","black","$10000 - 14999"
"49133","black","$25000 or more"
"49134","white","$25000 or more"
"49136","white","$10000 - 14999"
"49137","white","$25000 or more"
"49138","white","$25000 or more"
"49139","white","$8000 to 9999"
"49140","white","$25000 or more"
"49141","white","$25000 or more"
"49142","black","$25000 or more"
"49143","white","$10000 - 14999"
"49144","white","$25000 or more"
"49145","white","$25000 or more"
"49146","white","$25000 or more"
"49147","black","$25000 or more"
"49148","other","$25000 or more"
"49149","white","$25000 or more"
"49150","white","$25000 or more"
"49151","white","$25000 or more"
"49153","black","$25000 or more"
"49154","white","$25000 or more"
"49155","white","$25000 or more"
"49156","white","$25000 or more"
"49157","white","$25000 or more"
"49158","white","$25000 or more"
"49159","white","$20000 - 24999"
"49160","white","$25000 or more"
"49161","white","$25000 or more"
"49162","white","$25000 or more"
"49163","white","$25000 or more"
"49164","black","$20000 - 24999"
"49165","white","$25000 or more"
"49166","black","$10000 - 14999"
